小区标识,所属eNodeB标识,天线方向角,经度,纬度,距离(米),B经度,B纬度
126.458908.32,458908,180,104.100277,30.6975,500,,
126.458908.33,458908,300,104.100277,30.6975,500,,
126.458909.31,458909,60,104.071666,30.627222,500,,
126.458909.32,458909,190,104.071666,30.627222,500,,
126.458909.33,458909,300,104.071666,30.627222,500,,
126.458910.31,458910,120,104.03061,30.68871,500,,
126.458910.32,458910,320,104.03061,30.68871,500,,
126.458910.33,458910,0,104.03061,30.68871,500,,
126.458910.34,458910,120,104.03174,30.68975,500,,
126.458911.31,458911,10,104.100418,30.620268,500,,
126.458911.32,458911,130,104.100418,30.620268,500,,
126.458911.33,458911,250,104.100418,30.620268,500,,
126.458912.31,458912,30,104.123333,30.652222,500,,
126.458912.32,458912,200,104.123333,30.652222,500,,
126.458912.33,458912,280,104.123333,30.652222,500,,
126.458913.31,458913,90,104.107,30.6759,500,,
126.458913.32,458913,200,104.107,30.6759,500,,
126.458913.33,458913,320,104.107,30.6759,500,,
126.458914.31,458914,60,104.105555,30.656666,500,,
126.458914.32,458914,180,104.105555,30.656666,500,,
126.458914.33,458914,300,104.105555,30.656666,500,,
126.458915.2,458915,,104.038001,30.6691,500,,
126.458915.31,458915,50,104.038,30.6691,500,,
126.458915.32,458915,0,104.038,30.6691,500,,
126.458915.33,458915,0,104.038,30.6691,500,,
126.458916.31,458916,60,104.00331,30.62154,500,,
126.458916.32,458916,180,104.00331,30.62154,500,,
126.458916.33,458916,298,104.00331,30.62154,500,,
126.458917.31,458917,90,103.99535,30.673,500,,
126.458917.32,458917,140,103.99535,30.673,500,,
126.458917.33,458917,270,103.99535,30.673,500,,
126.458918.31,458918,80,104.05761,30.67001,500,,
126.458918.32,458918,180,104.05761,30.67001,500,,
126.458918.33,458918,290,104.05761,30.67001,500,,
126.458919.31,458919,30,104.03399,30.68622,500,,
126.458919.32,458919,0,104.03399,30.68622,500,,
126.458919.33,458919,0,104.03399,30.68622,500,,
126.458919.34,458919,250,104.03399,30.68622,500,,
126.458919.35,458919,0,104.03399,30.68622,500,,
126.458920.31,458920,60,104.043888,30.688611,500,,
126.458920.32,458920,180,104.043888,30.688611,500,,
126.458920.33,458920,300,104.043888,30.688611,500,,
126.458921.31,458921,60,104.075833,30.686666,500,,
126.458921.32,458921,180,104.075833,30.686666,500,,
126.458921.33,458921,300,104.075833,30.686666,500,,
126.458922.31,458922,0,103.98001,30.673055,500,,
126.458922.32,458922,200,103.98001,30.673055,500,,
126.458922.33,458922,270,103.98001,30.673055,500,,
126.458923.31,458923,50,104.071111,30.650833,500,,
126.458923.32,458923,180,104.071111,30.650833,500,,
126.458923.33,458923,280,104.071111,30.650833,500,,
126.458924.31,458924,60,104.042222,30.675,500,,
126.458924.32,458924,180,104.042222,30.675,500,,
126.458924.33,458924,300,104.042222,30.675,500,,
126.458925.31,458925,60,104.091,30.6888,500,,
126.458925.32,458925,180,104.091,30.6888,500,,
126.458925.33,458925,300,104.091,30.6888,500,,
126.458926.31,458926,70,104.051666,30.627777,500,,
126.458926.32,458926,210,104.051666,30.627777,500,,
126.458926.33,458926,310,104.051666,30.627777,500,,
126.458927.31,458927,60,103.985833,30.657222,500,,
126.458927.32,458927,180,103.985833,30.657222,500,,
126.458927.33,458927,300,103.985833,30.657222,500,,
126.458928.31,458928,90,104.018055,30.661944,500,,
126.458928.32,458928,160,104.018055,30.661944,500,,
126.458928.33,458928,280,104.018055,30.661944,500,,
126.458929.31,458929,40,104.02,30.645,500,,
126.458929.32,458929,120,104.02,30.645,500,,
126.458929.33,458929,240,104.02,30.645,500,,
126.458930.31,458930,50,104.06388,30.595,500,,
126.458930.32,458930,180,104.06388,30.595,500,,
126.458930.33,458930,270,104.06388,30.595,500,,
126.458930.34,458930,50,104.06388,30.595,500,,
126.458930.35,458930,180,104.06388,30.595,500,,
126.458930.36,458930,270,104.06388,30.595,500,,
126.458931.31,458931,60,104.05995,30.68686,500,,
126.458931.32,458931,180,104.05995,30.68686,500,,
126.458931.33,458931,300,104.05995,30.68686,500,,
126.458932.31,458932,0,104.048,30.6635,500,,
126.458932.32,458932,140,104.048,30.6635,500,,
126.458932.33,458932,305,104.048,30.6635,500,,
126.458933.31,458933,70,104.058001,30.6657,500,,
126.458933.32,458933,23,104.058001,30.6657,500,,
126.458933.33,458933,300,104.058001,30.6657,500,,
126.458934.31,458934,60,104.090833,30.691666,500,,
126.458934.32,458934,180,104.090833,30.691666,500,,
126.458934.33,458934,300,104.090833,30.691666,500,,
126.458935.31,458935,50,104.043,30.6702,500,,
126.458935.32,458935,0,104.043,30.6702,500,,
126.458935.33,458935,0,104.043,30.6702,500,,
126.458935.34,458935,230,104.04462,30.66831,500,,
126.458935.5,458935,0,104.043001,30.6702,500,,
126.458936.31,458936,60,104.02062,30.66505,500,,
126.458936.32,458936,180,104.02062,30.66505,500,,
126.458936.33,458936,300,104.02062,30.66505,500,,
126.458937.31,458937,60,104.100277,30.663888,500,,
126.458937.32,458937,180,104.100277,30.663888,500,,
126.458937.33,458937,300,104.100277,30.663888,500,,
126.458938.31,458938,60,104.030509,30.63807,500,,
126.458938.32,458938,180,104.030509,30.63807,500,,
126.458938.33,458938,300,104.030509,30.63807,500,,
126.458939.31,458939,80,104.058888,30.605555,500,,
126.458939.32,458939,180,104.058888,30.605555,500,,
126.458939.33,458939,310,104.058888,30.605555,500,,
126.458941.31,458941,60,104.018888,30.636388,500,,
126.458941.32,458941,180,104.018888,30.636388,500,,
126.458941.33,458941,300,104.018888,30.636388,500,,
126.458942.1,458942,60,104.039166,30.655555,500,,
126.458942.31,458942,60,104.039166,30.655555,500,,
126.458942.32,458942,180,104.039166,30.655555,500,,
126.458942.33,458942,300,104.039166,30.655555,500,,
126.458943.31,458943,60,104.080555,30.608333,500,,
126.458943.32,458943,0,104.080555,30.608333,500,,
126.458943.33,458943,0,104.080555,30.608333,500,,
126.458943.34,458943,260,104.080555,30.608333,500,,
126.458943.35,458943,0,104.080555,30.608333,500,,
126.458944.31,458944,60,104.002,30.6478,500,,
126.458944.32,458944,180,104.002,30.6478,500,,
126.458944.33,458944,300,104.002,30.6478,500,,
126.458945.31,458945,0,104.074444,30.6525,500,,
126.458945.32,458945,160,104.074444,30.6525,500,,
126.458945.33,458945,270,104.074444,30.6525,500,,
126.458946.31,458946,60,103.981944,30.678333,500,,
126.458946.32,458946,180,103.981944,30.678333,500,,
126.458946.33,458946,280,103.981944,30.678333,500,,
126.458947.31,458947,60,104.064722,30.668888,500,,
126.458947.32,458947,180,104.064722,30.668888,500,,
126.458947.33,458947,250,104.064722,30.668888,500,,
126.458948.31,458948,50,104.061666,30.631944,500,,
126.458948.32,458948,150,104.061666,30.631944,500,,
126.458948.33,458948,330,104.061666,30.631944,500,,
126.458949.31,458949,180,104.007222,30.6625,500,,
126.458949.32,458949,0,104.007222,30.6625,500,,
126.458949.33,458949,0,104.007222,30.6625,500,,
126.458950.31,458950,60,104.064166,30.645001,500,,
126.458950.32,458950,180,104.064166,30.645001,500,,
126.458950.33,458950,300,104.064166,30.645001,500,,
126.458951.31,458951,60,104.077704,30.652496,500,,
126.458951.32,458951,180,104.077704,30.652496,500,,
126.458951.33,458951,270,104.077704,30.652496,500,,
126.458952.31,458952,15,104.052222,30.645277,500,,
126.458952.32,458952,140,104.052222,30.645277,500,,
126.458952.33,458952,330,104.052222,30.645277,500,,
126.458953.31,458953,20,104.100833,30.643611,500,,
126.458953.32,458953,120,104.100833,30.643611,500,,
126.458953.33,458953,290,104.100833,30.643611,500,,
126.458954.31,458954,9,104.094952,30.637592,500,,
126.458954.32,458954,9,104.094952,30.637592,500,,
126.458954.33,458954,9,104.094952,30.637592,500,,
126.458955.1,458955,60,104.101388,30.671944,500,,
126.458955.3,458955,,104.101388,30.671944,500,,
126.458955.31,458955,60,104.101388,30.671944,500,,
126.458955.32,458955,180,104.101388,30.671944,500,,
126.458955.33,458955,300,104.101388,30.671944,500,,
126.458955.34,458955,,104.101388,30.671944,500,,
126.458955.35,458955,,104.101388,30.671944,500,,
126.458955.36,458955,,104.101388,30.671944,500,,
126.458957.31,458957,60,104.064166,30.709444,500,,
126.458957.32,458957,180,104.064166,30.709444,500,,
126.458957.33,458957,270,104.064166,30.709444,500,,
126.458958.31,458958,110,104.05472,30.67998,500,,
126.458958.32,458958,210,104.05472,30.67998,500,,
126.458958.33,458958,310,104.05472,30.67998,500,,
126.458958.4,458958,110,104.05472,30.67998,500,,
126.458958.5,458958,210,104.05472,30.67998,500,,
126.458958.6,458958,310,104.05472,30.67998,500,,
126.458959.31,458959,150,104.063611,30.590555,500,,
126.458959.32,458959,230,104.063611,30.590555,500,,
126.458959.33,458959,300,104.063611,30.590555,500,,
126.458959.34,458959,150,104.063611,30.590555,500,,
126.458959.35,458959,230,104.063611,30.590555,500,,
126.458959.36,458959,300,104.063611,30.590555,500,,
126.458959.7,458959,150,104.063611,30.590555,500,,
126.458959.8,458959,230,104.063611,30.590555,500,,
126.458959.9,458959,300,104.063611,30.590555,500,,
126.458960.31,458960,60,104.013,30.6209,500,,
126.458960.32,458960,180,104.013,30.6209,500,,
126.458960.33,458960,300,104.013,30.6209,500,,
126.458962.31,458962,60,104.044722,30.665001,500,,
126.458962.32,458962,180,104.044722,30.665001,500,,
126.458962.33,458962,300,104.044722,30.665001,500,,
126.458962.34,458962,60,104.044722,30.665001,500,,
126.458963.31,458963,60,104.026001,30.6319,500,,
126.458963.32,458963,190,104.026001,30.6319,500,,
126.458963.33,458963,290,104.026001,30.6319,500,,
126.458964.31,458964,180,104.069444,30.704722,500,,
126.458964.32,458964,270,104.069444,30.704722,500,,
126.458964.33,458964,0,104.069444,30.704722,500,,
126.458965.31,458965,60,104.073611,30.620277,500,,
126.458965.32,458965,170,104.073611,30.620277,500,,
126.458965.33,458965,280,104.073611,30.620277,500,,
126.458966.1,458966,110,104.058888,30.672777,500,,
126.458966.31,458966,110,104.058888,30.672777,500,,
126.458966.32,458966,220,104.058888,30.672777,500,,
126.458966.33,458966,320,104.058888,30.672777,500,,
126.458967.31,458967,60,104.087001,30.6364,500,,
126.458967.32,458967,180,104.087001,30.6364,500,,
126.458967.33,458967,300,104.087001,30.6364,500,,
126.458968.31,458968,60,104.019722,30.587222,500,,
126.458968.32,458968,180,104.019722,30.587222,500,,
126.458968.33,458968,300,104.019722,30.587222,500,,
126.458969.31,458969,60,104.0337,30.69501,500,,
126.458969.32,458969,180,104.0337,30.69501,500,,
126.458969.33,458969,300,104.0337,30.69501,500,,
126.458970.31,458970,50,103.980833,30.628055,500,,
126.458970.32,458970,180,103.980833,30.628055,500,,
126.458970.33,458970,320,103.980833,30.628055,500,,
126.458971.31,458971,120,104.05519,30.6382,500,,
126.458971.32,458971,0,104.05519,30.6382,500,,
126.458971.33,458971,0,104.05519,30.6382,500,,
126.458971.34,458971,290,104.05519,30.6382,500,,
126.458971.35,458971,0,104.05519,30.6382,500,,
126.458972.31,458972,0,104.078888,30.638055,500,,
126.458972.32,458972,180,104.078888,30.638055,500,,
126.458972.33,458972,0,104.078888,30.638055,500,,
126.458972.4,458972,0,104.078888,30.638055,500,,
126.458973.31,458973,60,104.070833,30.659166,500,,
126.458973.32,458973,180,104.070833,30.659166,500,,
126.458973.33,458973,270,104.070833,30.659166,500,,
126.458974.31,458974,60,104.062,30.6426,500,,
126.458974.32,458974,180,104.062,30.6426,500,,
126.458974.33,458974,300,104.062,30.6426,500,,
126.458975.31,458975,50,103.997094,30.633468,500,,
126.458975.32,458975,0,103.997094,30.633468,500,,
126.458975.33,458975,0,103.997094,30.633468,500,,
126.458975.34,458975,260,103.997094,30.633468,500,,
126.458975.35,458975,0,103.997094,30.633468,500,,
126.458976.1,458976,60,104.056111,30.646388,500,,
126.458976.31,458976,60,104.056111,30.646388,500,,
126.458976.32,458976,0,104.056111,30.646388,500,,
126.458976.33,458976,0,104.056111,30.646388,500,,
126.458977.31,458977,20,104.012222,30.708055,500,,
126.458977.32,458977,180,104.012222,30.708055,500,,
126.458977.33,458977,300,104.012222,30.708055,500,,
126.458978.31,458978,60,104.08001,30.6486,500,,
126.458978.32,458978,180,104.08001,30.6486,500,,
126.458978.33,458978,300,104.08001,30.6486,500,,
126.458979.31,458979,60,104.05512,30.65289,500,,
126.458979.32,458979,180,104.05512,30.65289,500,,
126.458979.33,458979,300,104.05512,30.65289,500,,
126.458980.31,458980,170,104.066111,30.6275,500,,
126.458980.32,458980,0,104.066111,30.6275,500,,
126.458980.33,458980,0,104.066111,30.6275,500,,
126.458980.34,458980,280,104.066817,30.63034,500,,
126.458981.31,458981,60,103.988888,30.640555,500,,
126.458981.32,458981,200,103.988888,30.640555,500,,
126.458981.33,458981,330,103.988888,30.640555,500,,
126.458982.31,458982,200,104.060167,30.668155,500,,
126.458982.32,458982,0,104.060167,30.668155,500,,
126.458982.33,458982,0,104.060167,30.668155,500,,
126.458982.34,458982,200,104.060167,30.668155,500,,
126.458983.31,458983,70,104.061389,30.595277,500,,
126.458983.32,458983,170,104.061389,30.595277,500,,
126.458983.33,458983,300,104.061389,30.595277,500,,
126.458983.34,458983,70,104.061389,30.595277,500,,
126.458983.35,458983,170,104.061389,30.595277,500,,
126.458983.36,458983,300,104.061389,30.595277,500,,
126.458984.31,458984,60,104.060797,30.6271,500,,
126.458984.32,458984,180,104.060797,30.6271,500,,
126.458984.33,458984,300,104.060797,30.6271,500,,
126.458985.31,458985,60,104.111388,30.662222,500,,
126.458985.32,458985,180,104.111388,30.662222,500,,
126.458985.33,458985,300,104.111388,30.662222,500,,
126.458986.1,458986,0,104.073333,30.670833,500,,
126.458986.31,458986,0,104.073333,30.670833,500,,
126.458986.32,458986,180,104.073333,30.670833,500,,
126.458986.33,458986,0,104.073333,30.670833,500,,
126.458987.31,458987,250,104.04909,30.67907,500,,
126.458987.32,458987,0,104.04909,30.67907,500,,
126.458987.33,458987,0,104.04909,30.67907,500,,
126.458987.34,458987,250,104.049463,30.677748,500,,
126.458988.31,458988,60,104.046388,30.676388,500,,
126.458988.32,458988,180,104.046388,30.676388,500,,
126.458988.33,458988,300,104.046388,30.676388,500,,
126.458989.31,458989,60,104.02509,30.64186,500,,
126.458989.32,458989,180,104.02509,30.64186,500,,
126.458989.33,458989,300,104.02509,30.64186,500,,
126.458990.31,458990,60,104.097222,30.685833,500,,
126.458990.32,458990,140,104.097222,30.685833,500,,
126.458990.33,458990,320,104.097222,30.685833,500,,
126.458991.31,458991,70,104.046388,30.613888,500,,
126.458991.32,458991,210,104.046388,30.613888,500,,
126.458991.33,458991,310,104.046388,30.613888,500,,
126.458992.31,458992,60,104.081111,30.663333,500,,
126.458992.32,458992,180,104.081111,30.663333,500,,
126.458992.33,458992,270,104.081111,30.663333,500,,
126.458993.31,458993,60,104.027777,30.667777,500,,
126.458993.32,458993,200,104.027777,30.667777,500,,
126.458993.33,458993,310,104.027777,30.667777,500,,
126.458994.31,458994,50,104.022222,30.6725,500,,
126.458994.32,458994,160,104.022222,30.6725,500,,
126.458994.33,458994,280,104.022222,30.6725,500,,
126.458995.31,458995,60,104.035277,30.637222,500,,
126.458995.32,458995,180,104.035277,30.637222,500,,
126.458995.33,458995,300,104.035277,30.637222,500,,
126.458996.31,458996,60,104.088888,30.643333,500,,
126.458996.32,458996,180,104.088888,30.643333,500,,
126.458996.33,458996,270,104.088888,30.643333,500,,
126.458997.31,458997,60,104.087001,30.628001,500,,
126.458997.32,458997,180,104.087001,30.628001,500,,
126.458997.33,458997,270,104.087001,30.628001,500,,
126.458998.31,458998,60,104.105001,30.651388,500,,
126.458998.32,458998,180,104.105001,30.651388,500,,
126.458998.33,458998,300,104.105001,30.651388,500,,
126.458999.1,458999,0,104.025001,30.6367,500,,
126.458999.2,458999,230,104.025001,30.6367,500,,
126.458999.31,458999,0,104.025001,30.6367,500,,
126.458999.32,458999,230,104.025001,30.6367,500,,
126.458999.33,458999,0,104.025001,30.6367,500,,
126.459000.31,459000,122,104.105146,30.623581,500,,
126.459000.32,459000,40,104.105146,30.623581,500,,
126.459000.33,459000,300,104.105146,30.623581,500,,
126.459001.31,459001,50,104.030555,30.686111,500,,
126.459001.32,459001,140,104.030555,30.686111,500,,
126.459001.33,459001,250,104.030555,30.686111,500,,
126.459002.31,459002,60,104.094001,30.6417,500,,
126.459002.32,459002,180,104.094001,30.6417,500,,
126.459002.33,459002,300,104.094001,30.6417,500,,
126.459003.31,459003,70,104.015001,30.676944,500,,
126.459003.32,459003,160,104.015001,30.676944,500,,
126.459003.33,459003,300,104.015001,30.676944,500,,
126.459004.31,459004,0,103.959722,30.732777,500,,
126.459004.32,459004,0,103.959722,30.732777,500,,
126.459004.33,459004,248,103.959722,30.732777,500,,
126.459004.4,459004,0,103.959722,30.732777,500,,
126.459005.31,459005,10,104.010795,30.674997,500,,
126.459005.32,459005,180,104.010795,30.674997,500,,
126.459005.33,459005,300,104.010795,30.674997,500,,
126.459006.31,459006,60,103.987222,30.651111,500,,
126.459006.32,459006,180,103.987222,30.651111,500,,
126.459006.33,459006,300,103.987222,30.651111,500,,
126.459007.31,459007,60,104.096944,30.659722,500,,
126.459007.32,459007,180,104.096944,30.659722,500,,
126.459007.33,459007,300,104.096944,30.659722,500,,
126.459008.2,459008,,104.070555,30.645277,500,,
126.459008.31,459008,100,104.070555,30.645277,500,,
126.459008.32,459008,180,104.070555,30.645277,500,,
126.459008.33,459008,280,104.070555,30.645277,500,,
126.459009.31,459009,120,104.066001,30.6743,500,,
126.459009.32,459009,200,104.066001,30.6743,500,,
126.459009.33,459009,330,104.066001,30.6743,500,,
126.459010.31,459010,90,104.04445,30.681518,500,,
126.459010.32,459010,140,104.04445,30.681518,500,,
126.459010.33,459010,350,104.04445,30.681518,500,,
126.459010.34,459010,90,104.03899,30.676742,500,,
126.459010.35,459010,140,104.036102,30.682531,500,,
126.459010.36,459010,350,104.036102,30.682531,500,,
126.459011.31,459011,60,104.034166,30.668055,500,,
126.459011.32,459011,190,104.034166,30.668055,500,,
126.459011.33,459011,350,104.034166,30.668055,500,,
126.459012.31,459012,60,104.066,30.6365,500,,
126.459012.32,459012,180,104.066,30.6365,500,,
126.459012.33,459012,300,104.066,30.6365,500,,
126.459013.31,459013,60,104.101666,30.596388,500,,
126.459013.32,459013,180,104.101666,30.596388,500,,
126.459013.33,459013,300,104.101666,30.596388,500,,
